id,date,product,category,quantity,price,cost,sales,profit
113556,2021-10-31 00:00:00,Novimex Fabric Task Chair,Furniture,3,146.352,155.499,439.05600000000004,283.557
113557,2021-10-31 00:00:00,Eldon Wave Desk Accessories,Furniture,3,17.67,9.895200000000003,53.010000000000005,43.1148
113558,2021-10-31 00:00:00,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,2,14.76,10.4796,29.52,19.040399999999998
113559,2021-10-31 00:00:00,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,1,385.686,446.2938,385.686,-60.6078
113560,2021-10-31 00:00:00,Hon 94000 Series Round Tables,Furniture,8,1421.664,2156.1904,11373.312,9217.1216
113561,2021-10-31 00:00:00,Newell 325,Office Supplies,3,12.39,8.673,37.17,28.497
113562,2021-10-31 00:00:00,Lumber Crayons,Office Supplies,5,49.25,30.535,246.25,215.715
113563,2021-10-31 00:00:00,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,2,15.968,10.578800000000001,31.936,21.3572
113564,2021-10-31 00:00:00,GBC Recycled VeloBinder Covers,Office Supplies,2,34.08,18.4032,68.16,49.7568
113565,2021-10-31 00:00:00,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,3,19.296,13.265999999999998,57.888,44.622
113566,2021-10-31 00:00:00,Staples,Office Supplies,3,11.34,6.1236,34.019999999999996,27.896399999999996
113567,2021-10-31 00:00:00,Xerox 1952,Office Supplies,13,64.74,34.31219999999999,841.6199999999999,807.3077999999999
113568,2021-10-31 00:00:00,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,2,10.16,5.3848,20.32,14.9352
113569,2021-10-31 00:00:00,Tennsco Regal Shelving Units,Office Supplies,4,405.64,393.4708,1622.56,1229.0892
113570,2021-10-31 00:00:00,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,5,80.3,59.422,401.5,342.078
113571,2021-10-31 00:00:00,Maxell LTO Ultrium - 800 GB,Technology,9,251.91,204.0471,2267.19,2063.1429
113572,2021-10-31 00:00:00,Plantronics HL10 Handset Lifter,Technology,8,742.336,658.8232,5938.688,5279.8648
113573,2021-10-31 00:00:00,Motorola L804,Technology,2,73.584,65.3058,147.168,81.8622
113574,2021-11-01 00:00:00,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,2,68.704,52.386799999999994,137.408,85.0212
113575,2021-11-01 00:00:00,"Master Big Foot Doorstop, Beige",Furniture,6,31.68,21.8592,190.07999999999998,168.2208
113576,2021-11-01 00:00:00,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,3,533.94,379.09740000000005,1601.8200000000002,1222.7226
113577,2021-11-01 00:00:00,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,2,76.12,54.04520000000001,152.24,98.1948
113578,2021-11-01 00:00:00,Newell 320,Office Supplies,3,10.272,9.3732,30.816000000000003,21.442800000000002
113579,2021-11-01 00:00:00,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,3,43.176,38.8584,129.52800000000002,90.66960000000002
113580,2021-11-01 00:00:00,"OIC #2 Pencils, Medium Soft",Office Supplies,3,5.64,4.0043999999999995,16.919999999999998,12.915599999999998
113581,2021-11-01 00:00:00,Acco Economy Flexible Poly Round Ring Binder,Office Supplies,2,3.132,5.742,6.264,0.5220000000000002
113582,2021-11-01 00:00:00,GBC Standard Therm-A-Bind Covers,Office Supplies,3,22.428,40.370400000000004,67.284,26.913600000000002
113583,2021-11-01 00:00:00,Staples,Office Supplies,5,7.52,6.109999999999999,37.599999999999994,31.489999999999995
113584,2021-11-01 00:00:00,Avery 513,Office Supplies,12,47.808,32.2704,573.696,541.4256
113585,2021-11-01 00:00:00,Avery 475,Office Supplies,3,44.4,22.2,133.2,110.99999999999999
113586,2021-11-01 00:00:00,Southworth Parchment Paper & Envelopes,Office Supplies,3,15.696,10.5948,47.088,36.4932
113587,2021-11-01 00:00:00,Xerox 1934,Office Supplies,3,167.94,85.6494,503.82,418.1706
113588,2021-11-01 00:00:00,Easy-staple paper,Office Supplies,5,21.4,11.769999999999998,107.0,95.23
113589,2021-11-01 00:00:00,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,2,69.52,50.0544,139.04,88.98559999999999
113590,2021-11-01 00:00:00,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,5,443.92,538.253,2219.6,1681.3469999999998
113591,2021-11-01 00:00:00,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,3,155.976,101.3844,467.928,366.54359999999997
113592,2021-11-01 00:00:00,ClearOne CHATAttach 160 - speaker phone,Technology,4,1983.968,1735.972,7935.872,6199.900000000001
113593,2021-11-01 00:00:00,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,9,978.84,868.7205,8809.56,7940.839499999999
113594,2021-11-02 00:00:00,Tensor Computer Mounted Lamp,Furniture,6,89.34,65.2182,536.04,470.82179999999994
113595,2021-11-02 00:00:00,Acco D-Ring Binder w/DublLock,Office Supplies,3,19.242,32.7114,57.726,25.0146
113596,2021-11-02 00:00:00,Avery 499,Office Supplies,7,34.86,18.8244,244.01999999999998,225.19559999999998
113597,2021-11-02 00:00:00,Adjustable Depth Letter/Legal Cart,Office Supplies,2,362.92,257.6732,725.84,468.1668
113598,2021-11-02 00:00:00,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,2,41.94,26.8416,83.88,57.038399999999996
113599,2021-11-02 00:00:00,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,10,799.92,559.944,7999.2,7439.255999999999
113600,2021-11-02 00:00:00,Polycom CX300 Desktop Phone USB VoIP phone,Technology,6,539.964,647.9568,3239.7840000000006,2591.8272000000006
113601,2021-11-02 00:00:00,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,7,50.232,60.2784,351.624,291.34560000000005
113602,2021-11-02 00:00:00,AT&T CL82213,Technology,2,46.384,41.1658,92.768,51.6022
113603,2021-11-02 00:00:00,Samsung Rugby III,Technology,1,52.792,48.1727,52.792,4.619300000000003
113604,2021-11-02 00:00:00,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,3,88.776,81.0081,266.328,185.31989999999996
113605,2021-11-03 00:00:00,Tenex Antistatic Computer Chair Mats,Furniture,3,410.352,461.64599999999996,1231.056,769.4100000000001
113606,2021-11-03 00:00:00,Hon Racetrack Conference Tables,Furniture,6,945.036,1244.2974,5670.215999999999,4425.918599999999
113607,2021-11-03 00:00:00,Prang Dustless Chalk Sticks,Office Supplies,4,6.72,3.36,26.88,23.52
113608,2021-11-03 00:00:00,Avery Durable Binders,Office Supplies,2,5.76,2.9375999999999998,11.52,8.5824
113609,2021-11-03 00:00:00,Surelock Post Binders,Office Supplies,2,48.896,30.560000000000002,97.792,67.232
113610,2021-11-03 00:00:00,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,7,14.301,24.7884,100.107,75.3186
113611,2021-11-03 00:00:00,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,2,7.856,5.0082,15.712,10.7038
113612,2021-11-03 00:00:00,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,2,3.488,2.3108,6.976,4.6652000000000005
113613,2021-11-03 00:00:00,Xerox 1884,Office Supplies,9,143.856,95.3046,1294.704,1199.3994
113614,2021-11-03 00:00:00,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,2,25.984,27.608,51.968,24.360000000000003
113615,2021-11-03 00:00:00,Compact Automatic Electric Letter Opener,Office Supplies,3,286.344,350.77139999999997,859.0319999999999,508.26059999999995
113616,2021-11-03 00:00:00,Acme Kleen Earth Office Shears,Office Supplies,3,11.64,8.2644,34.92,26.6556
113617,2021-11-03 00:00:00,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,3,89.97,71.0763,269.90999999999997,198.83369999999996
113618,2021-11-03 00:00:00,Panasonic KX-TG9471B,Technology,4,783.96,564.4512,3135.84,2571.3888
113619,2021-11-04 00:00:00,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,1,135.882,111.7252,135.882,24.156800000000004
113620,2021-11-04 00:00:00,"Executive Impressions 12"" Wall Clock",Furniture,2,35.34,21.910800000000002,70.68,48.769200000000005
113621,2021-11-04 00:00:00,"Bevis Round Conference Table Top, X-Base",Furniture,4,573.728,638.2724,2294.912,1656.6396
113622,2021-11-04 00:00:00,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,5,58.24,53.144000000000005,291.2,238.05599999999998
113623,2021-11-04 00:00:00,Newell 343,Office Supplies,1,2.94,2.1462,2.94,0.7938000000000001
113624,2021-11-04 00:00:00,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,4,52.064,33.190799999999996,208.256,175.0652
113625,2021-11-04 00:00:00,Cardinal EasyOpen D-Ring Binders,Office Supplies,3,21.936,13.709999999999999,65.80799999999999,52.09799999999999
113626,2021-11-04 00:00:00,OIC Bulk Pack Metal Binder Clips,Office Supplies,3,8.376,5.6537999999999995,25.128,19.4742
113627,2021-11-04 00:00:00,Xerox 2000,Office Supplies,3,19.44,10.1088,58.32000000000001,48.211200000000005
113628,2021-11-04 00:00:00,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,1,43.57,30.499000000000002,43.57,13.070999999999998
113629,2021-11-04 00:00:00,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,4,360.0,230.4,1440.0,1209.6
113630,2021-11-04 00:00:00,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,2,3991.98,1995.99,7983.96,5987.97
113631,2021-11-04 00:00:00,Hewlett-Packard Deskjet D4360 Printer,Technology,4,447.968,307.978,1791.872,1483.894
113632,2021-11-04 00:00:00,Polycom SoundPoint Pro SE-225 Corded phone,Technology,7,666.344,599.7096,4664.408,4064.6984
113633,2021-11-04 00:00:00,Panasonic Kx-TS550,Technology,6,275.94,195.9174,1655.6399999999999,1459.7225999999998
113634,2021-11-05 00:00:00,"Global Stack Chair with Arms, Black",Furniture,5,149.9,109.427,749.5,640.073
113635,2021-11-05 00:00:00,OIC Stacking Trays,Furniture,6,20.04,11.222399999999999,120.24,109.0176
113636,2021-11-05 00:00:00,Tenex Antistatic Computer Chair Mats,Furniture,2,273.568,307.764,547.136,239.37199999999996
113637,2021-11-05 00:00:00,Wilson Jones Legal Size Ring Binders,Office Supplies,2,13.194,21.990000000000002,26.388,4.398
113638,2021-11-05 00:00:00,Tennsco Double-Tier Lockers,Office Supplies,6,1080.096,1174.6044,6480.576,5305.9716
113639,2021-11-05 00:00:00,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,5,51.56,58.005,257.8,199.79500000000002
113640,2021-11-05 00:00:00,Maxell 4.7GB DVD-RW 3/Pack,Technology,3,47.79,31.5414,143.37,111.82860000000001
113641,2021-11-05 00:00:00,Memorex Micro Travel Drive 32 GB,Technology,2,58.416,41.621399999999994,116.832,75.2106
113642,2021-11-06 00:00:00,"Array Parchment Paper, Assorted Colors",Office Supplies,6,43.68,22.7136,262.08,239.3664
113643,2021-11-07 00:00:00,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,4,683.144,683.144,2732.576,2049.432
113644,2021-11-07 00:00:00,Belkin 8 Outlet Surge Protector,Office Supplies,6,245.88,177.03359999999998,1475.28,1298.2464
113645,2021-11-07 00:00:00,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,4,120.768,111.71039999999999,483.072,371.3616
113646,2021-11-07 00:00:00,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,3,1.476,3.69,4.428,0.738
113647,2021-11-07 00:00:00,Satellite Sectional Post Binders,Office Supplies,3,26.046,70.32419999999999,78.138,7.813800000000015
113648,2021-11-07 00:00:00,Wilson Jones Legal Size Ring Binders,Office Supplies,7,123.144,76.965,862.008,785.043
113649,2021-11-07 00:00:00,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,3,12.39,6.566700000000001,37.17,30.6033
113650,2021-11-07 00:00:00,Staple envelope,Office Supplies,3,74.352,47.3994,223.056,175.65660000000003
113651,2021-11-07 00:00:00,Binder Clips by OIC,Office Supplies,4,5.92,3.0784,23.68,20.6016
113652,2021-11-07 00:00:00,Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,3,30.18,16.2972,90.53999999999999,74.24279999999999
113653,2021-11-07 00:00:00,Xerox 1995,Office Supplies,5,25.92,16.848000000000003,129.60000000000002,112.75200000000002
113654,2021-11-07 00:00:00,X-Rack File for Hanging Folders,Office Supplies,2,22.58,16.7092,45.16,28.450799999999997
113655,2021-11-07 00:00:00,Portable Personal File Box,Office Supplies,3,36.63,26.739900000000002,109.89000000000001,83.15010000000001
113656,2021-11-07 00:00:00,Acme Stainless Steel Office Snips,Office Supplies,7,40.712,37.1497,284.98400000000004,247.83430000000004
113657,2021-11-08 00:00:00,Toshiba IPT2010-SD IP Telephone,Technology,3,333.576,308.55780000000004,1000.7280000000001,692.1702
113658,2021-11-09 00:00:00,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,2,222.666,212.1876,445.332,233.1444
113659,2021-11-09 00:00:00,"Eldon 200 Class Desk Accessories, Black",Furniture,9,56.52,35.0424,508.68,473.6376
113660,2021-11-09 00:00:00,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,7,62.65,33.831,438.55,404.719
113661,2021-11-09 00:00:00,Xerox 1912,Office Supplies,5,94.85,49.321999999999996,474.25,424.928
113662,2021-11-09 00:00:00,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,6,92.52,67.5396,555.12,487.5804
113663,2021-11-09 00:00:00,SAFCO Boltless Steel Shelving,Office Supplies,3,340.92,337.5108,1022.76,685.2492
113664,2021-11-09 00:00:00,Samsung Galaxy Note 3,Technology,4,703.968,615.972,2815.872,2199.8999999999996
113665,2021-11-10 00:00:00,Hon Every-Day Series Multi-Task Chairs,Furniture,3,563.94,451.15200000000004,1691.8200000000002,1240.6680000000001
113666,2021-11-10 00:00:00,Luxo Economy Swing Arm Lamp,Furniture,2,39.88,28.713600000000003,79.76,51.046400000000006
113667,2021-11-10 00:00:00,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,5,53.2,38.304,266.0,227.696
113668,2021-11-10 00:00:00,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,2,3.9,2.379,7.8,5.420999999999999
113669,2021-11-10 00:00:00,Avery White Multi-Purpose Labels,Office Supplies,8,39.84,21.513600000000004,318.72,297.20640000000003
113670,2021-11-10 00:00:00,Xerox 199,Office Supplies,3,12.84,7.062,38.519999999999996,31.457999999999995
113671,2021-11-10 00:00:00,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,8,62.24,34.232,497.92,463.688
113672,2021-11-10 00:00:00,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,3,15.84,8.712,47.519999999999996,38.80799999999999
113673,2021-11-10 00:00:00,"Hot File 7-Pocket, Floor Stand",Office Supplies,3,535.41,374.787,1606.23,1231.443
113674,2021-11-10 00:00:00,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,3,62.94,50.981399999999994,188.82,137.83859999999999
113675,2021-11-10 00:00:00,Memorex Froggy Flash Drive 4 GB,Technology,1,10.99,6.7039,10.99,4.2861
113676,2021-11-10 00:00:00,Jabra SPEAK 410,Technology,8,601.536,541.3824,4812.288,4270.9056
113677,2021-11-11 00:00:00,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,4,521.96,772.5008,2087.84,1315.3392000000001
113678,2021-11-11 00:00:00,"Global Airflow Leather Mesh Back Chair, Black",Furniture,5,603.92,528.43,3019.6,2491.17
113679,2021-11-11 00:00:00,Hon Olson Stacker Stools,Furniture,1,112.648,101.3832,112.648,11.264799999999994
113680,2021-11-11 00:00:00,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,4,797.944,854.9399999999999,3191.776,2336.836
113681,2021-11-11 00:00:00,DAX Wood Document Frame,Furniture,2,10.984,18.947400000000002,21.968,3.020599999999998
113682,2021-11-11 00:00:00,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,2,23.968,16.1784,47.936,31.7576
113683,2021-11-11 00:00:00,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,2,7.78,5.7572,15.56,9.802800000000001
113684,2021-11-11 00:00:00,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,1,22.98,16.086,22.98,6.894000000000002
113685,2021-11-11 00:00:00,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,1,3.392,2.5864,3.392,0.8056000000000001
113686,2021-11-11 00:00:00,50 Colored Long Pencils,Office Supplies,3,30.48,22.5552,91.44,68.8848
113687,2021-11-11 00:00:00,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,3,67.56,60.804,202.68,141.876
113688,2021-11-11 00:00:00,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,1,1.234,3.2084,1.234,-1.9744000000000002
113689,2021-11-11 00:00:00,GBC DocuBind TL300 Electric Binding System,Office Supplies,5,896.99,2377.0235000000002,4484.95,2107.9264999999996
113690,2021-11-11 00:00:00,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,2,2033.584,1270.99,4067.168,2796.178
113691,2021-11-11 00:00:00,Xerox 1893,Office Supplies,8,262.336,167.2392,2098.688,1931.4488000000001
113692,2021-11-11 00:00:00,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,5,46.35,24.5655,231.75,207.1845
113693,2021-11-11 00:00:00,Xerox 1979,Office Supplies,4,123.92,68.156,495.68,427.524
113694,2021-11-11 00:00:00,"Wirebound Message Book, 4 per Page",Office Supplies,5,21.72,13.846499999999999,108.6,94.7535
113695,2021-11-11 00:00:00,Xerox 1882,Office Supplies,4,223.92,114.19919999999999,895.68,781.4807999999999
113696,2021-11-11 00:00:00,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,6,665.88,652.5624,3995.2799999999997,3342.7176
113697,2021-11-11 00:00:00,Acme Value Line Scissors,Office Supplies,2,7.3,5.109999999999999,14.6,9.49
113698,2021-11-11 00:00:00,Belkin Standard 104 key USB Keyboard,Technology,7,102.13,86.81049999999999,714.91,628.0995
113699,2021-11-11 00:00:00,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,2,559.984,503.98560000000003,1119.968,615.9824000000001
113700,2021-11-11 00:00:00,Mophie Juice Pack Helium for iPhone,Technology,9,575.928,518.3352,5183.352,4665.016799999999
113701,2021-11-11 00:00:00,Geemarc AmpliPOWER60,Technology,2,148.48,131.77599999999998,296.96,165.184
113702,2021-11-11 00:00:00,Classic Ivory Antique Telephone ZL1810,Technology,3,241.176,226.1025,723.528,497.42550000000006
113703,2021-11-12 00:00:00,Bestar Classic Bookcase,Furniture,1,67.9932,80.9919,67.9932,-12.9987
113704,2021-11-12 00:00:00,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,3,25.128,32.0382,75.384,43.3458
113705,2021-11-12 00:00:00,Bevis Boat-Shaped Conference Table,Furniture,3,629.064,597.6107999999999,1887.192,1289.5812
113706,2021-11-12 00:00:00,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,1,2.672,2.338,2.672,0.3340000000000001
113707,2021-11-12 00:00:00,Newell 350,Office Supplies,3,7.872,6.9864,23.616,16.6296
113708,2021-11-12 00:00:00,Xerox 1974,Office Supplies,2,11.96,6.099600000000001,23.92,17.8204
113709,2021-11-12 00:00:00,Xerox 216,Office Supplies,7,36.288,23.587199999999996,254.01599999999996,230.42879999999997
113710,2021-11-12 00:00:00,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,4,49.632,44.6688,198.528,153.8592
113711,2021-11-12 00:00:00,Acco Side-Punched Conventional Columnar Pads,Office Supplies,6,16.656,19.779,99.93599999999999,80.157
113712,2021-11-12 00:00:00,Logitech G602 Wireless Gaming Mouse,Technology,2,127.984,102.38719999999999,255.968,153.5808
113713,2021-11-12 00:00:00,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,3,79.512,58.640100000000004,238.536,179.89589999999998
113714,2021-11-14 00:00:00,"Safco Chair Connectors, 6/Carton",Furniture,2,69.264,54.6416,138.528,83.8864
113715,2021-11-14 00:00:00,Avery Durable Binders,Office Supplies,4,11.52,5.8751999999999995,46.08,40.2048
113716,2021-11-14 00:00:00,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,3,12.72,6.36,38.160000000000004,31.800000000000004
113717,2021-11-14 00:00:00,Acco 3-Hole Punch,Office Supplies,10,43.8,22.775999999999996,438.0,415.224
113718,2021-11-14 00:00:00,Xerox 192,Office Supplies,5,32.4,16.848,162.0,145.152
113719,2021-11-14 00:00:00,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,2,11.36,6.134399999999999,22.72,16.5856
113720,2021-11-14 00:00:00,Xerox 221,Office Supplies,4,20.736,13.4784,82.944,69.4656
113721,2021-11-14 00:00:00,Polycom SoundPoint Pro SE-225 Corded phone,Technology,7,832.93,599.7095999999999,5830.509999999999,5230.800399999999
113722,2021-11-15 00:00:00,Eldon 100 Class Desk Accessories,Furniture,3,10.11,6.8748,30.33,23.455199999999998
113723,2021-11-15 00:00:00,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,2,333.056,303.9136,666.112,362.1984
113724,2021-11-15 00:00:00,Newell 310,Office Supplies,3,4.224,3.7488,12.672,8.923200000000001
113725,2021-11-15 00:00:00,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,9,604.656,400.5845999999999,5441.9039999999995,5041.319399999999
113726,2021-11-15 00:00:00,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,4,24.896,17.116,99.584,82.468
113727,2021-11-15 00:00:00,Acme Value Line Scissors,Office Supplies,3,10.95,7.664999999999999,32.849999999999994,25.184999999999995
113728,2021-11-15 00:00:00,Acme Box Cutter Scissors,Office Supplies,2,20.46,15.1404,40.92,25.779600000000002
113729,2021-11-15 00:00:00,Logitech P710e Mobile Speakerphone,Technology,3,772.47,625.7007000000001,2317.41,1691.7092999999998
113730,2021-11-16 00:00:00,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,3,305.9745,280.7766,917.9234999999999,637.1469
113731,2021-11-16 00:00:00,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,2,37.296,38.3616,74.592,36.230399999999996
113732,2021-11-16 00:00:00,Wilson Jones Active Use Binders,Office Supplies,4,29.12,14.8512,116.48,101.6288
113733,2021-11-16 00:00:00,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,5,78.35,41.525499999999994,391.75,350.22450000000003
113734,2021-11-16 00:00:00,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,2,5.22,2.8188,10.44,7.6212
113735,2021-11-16 00:00:00,Xerox 1954,Office Supplies,6,31.68,17.424,190.07999999999998,172.65599999999998
113736,2021-11-16 00:00:00,"File Shuttle II and Handi-File, Black",Office Supplies,5,169.45,127.08749999999999,847.25,720.1625
113737,2021-11-16 00:00:00,Space Solutions HD Industrial Steel Shelving.,Office Supplies,3,344.91,334.5627,1034.73,700.1673000000001
113738,2021-11-16 00:00:00,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,2,273.96,263.0016,547.92,284.91839999999996
113739,2021-11-16 00:00:00,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,4,79.968,97.9608,319.872,221.9112
113740,2021-11-17 00:00:00,DMI Eclipse Executive Suite Bookcases,Furniture,10,4007.84,4057.938,40078.4,36020.462
113741,2021-11-17 00:00:00,Global Super Steno Chair,Furniture,5,479.9,398.317,2399.5,2001.183
113742,2021-11-17 00:00:00,Hon Every-Day Series Multi-Task Chairs,Furniture,5,657.93,751.92,3289.6499999999996,2537.7299999999996
113743,2021-11-17 00:00:00,Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,3,124.41,109.4808,373.23,263.74920000000003
113744,2021-11-17 00:00:00,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,3,241.44,169.00799999999998,724.3199999999999,555.3119999999999
113745,2021-11-17 00:00:00,Deluxe Chalkboard Eraser Cleaner,Office Supplies,5,57.75,31.185,288.75,257.565
113746,2021-11-17 00:00:00,GBC DocuBind TL300 Electric Binding System,Office Supplies,3,2152.776,1426.2140999999997,6458.3279999999995,5032.1139
113747,2021-11-17 00:00:00,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,3,7.08,4.602,21.240000000000002,16.638
113748,2021-11-17 00:00:00,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,2,12.448,8.558,24.896,16.338
113749,2021-11-17 00:00:00,Xerox 1941,Office Supplies,7,733.95,381.65400000000005,5137.650000000001,4755.996
113750,2021-11-17 00:00:00,Southworth 100% Cotton The Best Paper,Office Supplies,3,34.44,17.22,103.32,86.1
113751,2021-11-17 00:00:00,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,7,2934.33,2142.0609,20540.309999999998,18398.249099999997
113752,2021-11-17 00:00:00,Case Logic 2.4GHz Wireless Keyboard,Technology,2,99.98,91.9816,199.96,107.97840000000001
113753,2021-11-18 00:00:00,Hon 4-Shelf Metal Bookcases,Furniture,6,424.116,454.40999999999997,2544.696,2090.286
113754,2021-11-18 00:00:00,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,3,392.94,349.71659999999997,1178.82,829.1034
113755,2021-11-18 00:00:00,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,3,60.312,55.0347,180.93599999999998,125.90129999999998
113756,2021-11-18 00:00:00,Dana Swing-Arm Lamps,Furniture,2,8.544,16.02,17.088,1.0680000000000014
113757,2021-11-18 00:00:00,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,2,137.54,82.524,275.08,192.55599999999998
113758,2021-11-18 00:00:00,Bevis Rectangular Conference Tables,Furniture,2,145.98,245.2464,291.96,46.713599999999985
113759,2021-11-18 00:00:00,BPI Conference Tables,Furniture,4,292.1,467.36,1168.4,701.0400000000001
113760,2021-11-18 00:00:00,"Lesro Round Back Collection Coffee Table, End Table",Furniture,4,730.2,635.274,2920.8,2285.5260000000003
113761,2021-11-18 00:00:00,"GBC White Gloss Covers, Plain Front",Office Supplies,5,14.48,38.372,72.4,34.028000000000006
113762,2021-11-18 00:00:00,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,8,11.808,20.4672,94.464,73.99680000000001
113763,2021-11-18 00:00:00,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,1,50.997,91.7946,50.997,-40.7976
113764,2021-11-18 00:00:00,Peel & Stick Add-On Corner Pockets,Office Supplies,3,1.944,3.3696,5.832,2.4623999999999997
113765,2021-11-18 00:00:00,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,3,2.892,7.808400000000001,8.676,0.8675999999999995
113766,2021-11-18 00:00:00,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,4,35.808,23.275199999999998,143.232,119.9568
113767,2021-11-18 00:00:00,"Adams ""While You Were Out"" Message Pads",Office Supplies,7,21.98,12.089,153.86,141.77100000000002
